RICname,type,continent,GPH_code,slug,parent_entity
Japan & Kwangtung Territory & Republic of China (Taiwan) (Formosa),group,Asia,,,
Japan & People's Republic of China (China),group,Asia,,Japan_PeoplesRepublicofChinaChina,
Japan & People's Republic of China (China) & Thailand (Siam),group,Asia,,,
Japan & Republic of China (Taiwan) (Formosa),group,Asia,,Japan_RepublicofChinaTaiwanFormosa,
Japan & Southern Sakhalin I.,group,Asia,,Japan_SouthernSakhalinI.,
Japan Islands,locality,Asia,,JapanIslands,Japan
Japanese China,colonial_area,Asia,,,Japan
Japanese Colonies,colonial_area,World,,,Japan
Japanese Oceania,colonial_area,Oceania,,,Japan
Java,locality,Asia,,Java,Indonesia (Dutch East Indies)
Java (English flag),locality,Asia,,JavaEnglishflag,Indonesia (Dutch East Indies)
Java (foreign flag),locality,Asia,,Javaforeignflag,Indonesia (Dutch East Indies)
Java & Madura,group,Asia,,Java_MaduraIsland,
Java & Maluku (Mollucas),group,Asia,,Java_MalukuIslandsMollucas,
Java & Sumatra,group,Asia,,Java_Sumatra,
Java & Sumatra & Sulawesi (Celebes),group,Asia,,Othercountries_SulawesiCelebes,
Jebba,locality,Africa,,,Nigeria
Jebel Druze,GPH_entity,Asia,6527,,
Jebel Druze & Latakia (Alaouites) & Lebanon & Syria,group,Asia,,,
Jeddah,locality,Africa,,SaudiArabiaEmirateofNejd,Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)
Jérémie,locality,America,,J�r�mie,Haiti
Jersey,locality,Europe,,,Channel Is.
Jerusalem,locality,Asia,,Jerusalem,Turkey (Ottoman Empire)
Johore,GPH_entity,Asia,8221,Johore,
Johore & Kedah & Kelantan & Perlis & Trengganu,group,Asia,,Johore_Kedah_Kelantan_Perlis_Trengganu,
Jolo,locality,Asia,,Jolo,Philippines
Jordan (Transjordan),GPH_entity,Asia,663,JordanTransjordan,
Jordan (Transjordan) & Palestine,group,Asia,,,
Juan de Nova I.,GPH_entity,Africa,5807,,
Juan Griego,locality,America,,,Margarita I.
Kakinada,locality,Asia,,,India
Kalingapatnam,locality,Asia,,,India
Kaliningrad (Königsberg),locality,Europe,,KaliningradK�nigsberg,Prussia
Kamchatka,locality,Asia,,RussiaUSSR,Russia (USSR)
Kamerun,GPH_entity,Africa,470,Kamerun,
Kanagawa,locality,Asia,,Kanagawa,Japan
Karachi,locality,Asia,,Karachi,India
Karachi & Kolkata (Calcutta) & Mumbai (Bombay),group,Asia,,,
Karachi & Mumbai (Bombay),group,Asia,,Karachi_MumbaiBombay,
Karaikal,locality,Asia,,Karaikal,French India
Kastellorizo,locality,Europe,,,Dodecanese Is. (Aegean Is.)
Kedah,GPH_entity,Asia,8222,Kedah,
Kelantan,GPH_entity,Asia,8223,Kelantan,
Kennedy I.,locality,Oceania,,,Solomon Islands (British Solomon Islands Protectorate)
Kenya (British East Africa Protectorate),GPH_entity,Africa,501,KenyaBritishEastAfricaProtectorate,
Kenya (British East Africa Protectorate) & Malawi (Nyasaland) (British Central Africa Protectorate),group,Africa,,KenyaBritishEastAfricaProtectorate_MalawiNyasalandBritishCentralAfricaProtectorate,
Kenya (British East Africa Protectorate) & Pemba Island & Zanzibar,group,Africa,,,
Kenya (British East Africa Protectorate) & Tanzania (Tanganyika) & Uganda,group,Africa,,,
Kenya (British East Africa Protectorate) & Uganda,group,Africa,,KenyaBritishEastAfricaProtectorate_Uganda,
Kenya (British East Africa Protectorate) & Zanzibar,group,Africa,,KenyaBritishEastAfricaProtectorate_Zanzibar,
Kerguelen Is.,GPH_entity,Oceania,9973,,
Kerguelen Is. & Madagascar (Malagasy Republic),group,World,,KerguelenIs_MadagascarMalagasyRepublic,
Keta,locality,Africa,,,Volta Region
Key River,locality,America,,,Ontario (Upper Canada)
Khar,locality,Africa,,Khar,Somalia
Khiva,GPH_entity,Asia,7030,Khiva,
Khorramshahr (Mohammerah),locality,Asia,,KhorramshahrMohammerah,Turkey (Ottoman Empire)
Kiauchau,GPH_entity,Asia,7120,Kiauchau,
Kingdom of Sardinia,GPH_entity,Europe,324,KingdomofSardinia,
Kingdom of Sardinia (continental),locality,Europe,,KingdomofSardinialand,Kingdom of Sardinia
Kingdom of Sardinia & Monaco,group,Europe,,KingdomofSardinia_Monaco,
Kingdom of Sardinia & Papal States & Tuscany & Two Sicilies,group,Europe,,,
Kingdom of Sardinia & Papal States & Two Sicilies,group,Europe,,KingdomofSardinia_PapalStates_TwoSicilies,
Kingdom of Sardinia & Tuscany,group,Europe,,KingdomofSardinia_Tuscany,
Kingdom of Sardinia & Tuscany & Two Sicilies,group,Europe,,,
Kingdom of Sardinia & Two Sicilies,group,Europe,,KingdomofSardinia_TwoSicilies,
Kingdom of Serbia,GPH_entity,Europe,342,KingdomofSerbia,
Kingdom of Serbia & Montenegro,group,Europe,,KingdomofSerbia_Montenegro,
Kingdom of Serbia & Montenegro & Romania,group,Europe,,,
Kingston,locality,America,,,Jamaica
Kiribati,GPH_entity,Oceania,946,Kiribati,
Klaipėda (Memel),locality,Europe,,Klaip?daMemel,Prussia
Kniphausen,locality,Europe,,,Oldenburg
Kniphausen & Oldenburg,group,Europe,,Kniphausen_Oldenburg,
Kokand,GPH_entity,Asia,7010,Kokand,
Kolkata (Calcutta),locality,Asia,,KolkataCalcutta,India
Kolkata (Calcutta) & Sri Lanka (Ceylon),group,Asia,,KolkataCalcutta_SriLankaCeylon,
Kongpot,locality,Asia,,Kongpot,***NA
Kordofan,GPH_entity,Africa,6253,,
Korea (Chosen),GPH_entity,Asia,730,KoreaChosen,
Kos,locality,Europe,,,Dodecanese Is. (Aegean Is.)
Koszalin,locality,Europe,,Koszalin,Prussia
Koszalin & Stralsund & Szczecin,group,Europe,,Koszalin_Stralsund_Szczecin,
Kresy,GPH_entity,Europe,3659,,
Kribi,locality,Africa,,,Kamerun
Kroo Coast,locality,Africa,,,Sierra Leone
Kuddalore,locality,Asia,,Kuddalore,India
Kurdistan,locality,Asia,,Kurdistan,Turkey (Ottoman Empire)
Kuria Muria Is.,GPH_entity,Asia,6982,,
Kuwait,GPH_entity,Asia,690,Kuwait,
Kuwait & Oman (Sultanate of Muscat and Oman) & United Arab Emirates (Trucial Oman),group,Asia,,Kuwait_OmanSultanateofMuscatandOman_UnitedArabEmiratesTrucialOman,
Kwanchowan,GPH_entity,Asia,7110,Kwanchowan,
Kwangtung Territory,GPH_entity,Asia,7104,,
Kwangtung Territory & Manchukuo,group,Asia,,,
Kyrgyzstan,GPH_entity,Asia,703,Kyrgyzstan,
La Goulette,locality,Africa,,,Tunisia (Regency of Tunis)
La Guaira,locality,America,,,Venezuela
Labrador,locality,America,,,Quebec (Lower Canada)
Labuan I.,GPH_entity,Asia,8231,LabuanI.,
Labuan I. & Straits Settlements,group,Asia,,,
Laccadive Islands,locality,Asia,,,India
Lacepede Is.,locality,Oceania,,,Western Australia
Lagos,GPH_entity,Africa,4781,Lagos,
Lagos (French produce),locality,Africa,,,Lagos
Laos,GPH_entity,Asia,812,,
Larnaca,locality,Europe,,Larnaca,Turkey (Ottoman Empire)
Las Palmas,locality,Africa,,CanaryIs,Canary Is.
Latakia (Alaouites),GPH_entity,Asia,6526,,
Latakia (Alaouites) & Tripoli (Syria),group,Asia,,,
Latvia,GPH_entity,Europe,367,Latvia,
Latvia & Lithuania,group,Europe,,,
Saxe Lauenburg,GPH_entity,Europe,2246,Lauenburg,
Holstein & Saxe Lauenburg & Schleswig,group,Europe,,Holstein_Lauenburg_Schleswig,
Le Havre,locality,Europe,,LeHavre,France
Lebanon,GPH_entity,Asia,660,Lebanon,
Lebanon & Syria,group,Asia,,Lebanon_Syria,
Leeward Coast of Africa,geographical_area,Africa,,LeewardCoastofAfrica,
Leeward Coast of Africa (British),geographical_area,Africa,,,
Leeward Coast of Africa (non British),geographical_area,Africa,,,
Leeward Is.,GPH_entity,America,1063,LeewardIs.,
Leros,locality,Europe,,,Dodecanese Is. (Aegean Is.)
Les Cayes,locality,America,,LesCayes,Haiti
Lesotho (Basutoland),GPH_entity,Africa,570,LesothoBasutoland,
Lesser Antilles,geographical_area,America,,,
Levant,geographical_area,Asia,,Levant,
Levant & Turkey (Ottoman Empire),group,Asia,,,
Liberia,GPH_entity,Africa,450,Liberia,
Libya,GPH_entity,Africa,620,LibyaTripolitaniaCyrenaicaFezzan,
Libya & Tunisia (Regency of Tunis),group,Africa,,,
Liechtenstein,GPH_entity,Europe,223,,
Liepãja,locality,Europe,,Liep�ja,Latvia
Lingga Is.,locality,Asia,,,Riau
Lingga Is. & Riau,group,Asia,,,
Lisbon,locality,Europe,,Lisbon,Portugal
Lisbon & Porto,group,Europe,,Lisbon_Porto,
Lithuania,GPH_entity,Europe,368,Lithuania,
Lithuania & Memel,group,Europe,,Lithuania_Memel,
Liverpool,locality,Europe,,Liverpool,United Kingdom
Livorno,locality,Europe,,Livorno,Tuscany
Loanda,locality,Africa,,,Gabon
Loango,locality,Africa,,,Congo (Brazzaville) (French Congo) (Middle Congo)
Lokoja,locality,Africa,,,Nigeria
Lombardy-Venetia,GPH_entity,Europe,3262,Lombardy-Venetia,
Lombok,GPH_entity,Oceania,8510,Lombok,
Lomé,locality,Africa,,,Togo (French Togoland)
London,locality,Europe,,London,United Kingdom
Long I.,locality,Africa,,,Seychelles
Loos Is.,GPH_entity,Africa,4383,,
Lord Howe I.,GPH_entity,Oceania,9007,,
Los Testigos Is.,locality,America,,,Venezuela
Louisiana,GPH_entity,America,1013,,
Loyalty Is.,locality,Oceania,,,New Caledonia and Dependencies
Luanda,locality,Africa,,,Angola
Lübeck,GPH_entity,Europe,276,Lubeck,
Lübeck & Mecklenburg Schwerin & World (other),group,World,,Lubeck_MecklenburgSchwerin_Othercountries,
Lucca,GPH_entity,Europe,336,Lucca,
Lucca & Modena & Papal States & Parma & Tuscany,group,Europe,,Lucca_Modena_PapalStates_Parma_Tuscany,
Lucca & Monaco & Papal States,group,Europe,,Lucca_Monaco_PapalStates,
Lucca & Papal States,group,Europe,,Lucca_PapalStates,
Lucca & Tuscany,group,Europe,,Lucca_Tuscany,
Lunenburg,locality,America,,,Nova Scotia
Lüshun Port (Port Arthur),GPH_entity,Asia,7134,,
Luxemburg,GPH_entity,Europe,212,Luxemburg,
Macao,GPH_entity,Asia,721,Macao,
Macao & People's Republic of China (China),group,Asia,,Macao_PeoplesRepublicofChinaChina,
Machilipatnam,locality,Asia,,,India
Macquarie I.,GPH_entity,Oceania,9006,,
Madagascar (Malagasy Republic),GPH_entity,Africa,580,MadagascarMalagasyRepublic,
Madagascar (Malagasy Republic) (French produce),locality,Africa,,,Madagascar (Malagasy Republic)
Madagascar (Malagasy Republic) (other),locality,Africa,,,Madagascar (Malagasy Republic)
Madagascar (Malagasy Republic) & Madagascar (Malagasy Republic) Dependencies,group,Africa,,MadagascarMalagasyRepublic_MalagasyRepublicMadagascarDependencies,
Madagascar (Malagasy Republic) & Mauritius & Reunion (Bourbon I.),group,Africa,,,
Madagascar (Malagasy Republic) & Mayotte & Nossi Be,group,Africa,,MadagascarMalagasyRepublic_Mayotte_NossiBe,
Madagascar (Malagasy Republic) & Mayotte & Nossi Be & St. Marie de Madagascar,group,Africa,,MadagascarMalagasyRepublic_Mayotte_NossiBe_StMariedeMadagascar,
Madagascar (Malagasy Republic) & Reunion (Bourbon I.),group,Africa,,,
Madagascar (Malagasy Republic) Dependencies,locality,Africa,,,Madagascar (Malagasy Republic)
Madeira Isles,GPH_entity,Africa,401,MadeiraIsles,
Madeira Isles & Portugal,group,World,,MadeiraIsles_Portugal,
Madeira Isles & Portuguese Africa,group,Africa,,,
Madeira Isles & Tenerife,group,Africa,,,
Madura,locality,Asia,,,Indonesia (Dutch East Indies)
Mafia I.,GPH_entity,Africa,5109,,
Mahé,locality,Asia,,,French India
Majorca,locality,Europe,,,Balearic Islands
Makatea Is.,locality,Oceania,,,French Polynesia
Makran,locality,Asia,,,Pakistan
Makran & Sonmiani,group,Asia,,Makran_Sonmiani,
Malabar Coast,GPH_entity,Asia,7506,MalabarCoast,
Malabar Coast & Mumbai (Bombay),group,Asia,,,
Malacca,GPH_entity,Asia,8271,Malacca,
Malacca & Myanmar (Burma) & Singapore,group,Asia,,Malacca_MyanmarBurma_Singapore,
Malacca & Penang,group,Asia,,Malacca_Penang,
Malacca & Penang & Singapore,group,Asia,,Malacca_Penang_Singapore,
Malacca & Singapore,group,Asia,,,
Málaga,locality,Europe,,M�laga,Spain
Malawi (Nyasaland) (British Central Africa Protectorate),GPH_entity,Africa,553,MalawiNyasalandBritishCentralAfricaProtectorate,
Malawi (Nyasaland) (British Central Africa Protectorate) & Straits Settlements & Straits Settlements Dependencies,group,World,,MalawiNyasalandBritishCentralAfricaProtectorate_StraitsSettlements_StraitsSettlementsDependencies,
Malaysia (British Malaya),GPH_entity,Asia,820,MalaysiaMalaya,
Malaysia (British Malaya) (East),locality,Asia,,,Malaysia (British Malaya)
Malaysia (British Malaya) (other),locality,Asia,,,Malaysia (British Malaya)
Malaysia (British Malaya) (West),locality,Asia,,,Malaysia (British Malaya)
Malaysia (British Malaya) & Sarawak,group,Asia,,,
Malaysia (British Malaya) & Straits Settlements,group,Asia,,MalaysiaMalaya_StraitsSettlements,
Malaysia (British Malaya) & Sumatra,group,Asia,,MalaysiaMalaya_Sumatra,
Malden I.,GPH_entity,Oceania,9462,MaldenI.,
Maldive Islands,GPH_entity,Asia,781,MaldiveIslands,
Malgas I.,locality,Africa,,,South Africa
Mali (French Sudan) (Upper Senegal and Niger),GPH_entity,Africa,432,MaliFrenchSudanUpperSenegalandNiger,
Mali (French Sudan) (Upper Senegal and Niger) & Senegal,group,Africa,,,
Malta,GPH_entity,Europe,338,Malta,
Malta & Two Sicilies,group,Europe,,,
Malta & United Kingdom,group,Europe,,Malta_UnitedKingdom,
Maluku (Mollucas),locality,Asia,,MalukuIslandsMollucas,Indonesia (Dutch East Indies)
Maluku (Mollucas) & Sulawesi (Celebes),group,Asia,,MalukuIslandsMollucas_SulawesiCelebes,
Maluku (Mollucas) & Sunda Islands,group,Asia,,,
Manchukuo,GPH_entity,Asia,711,,
Manchukuo & Mongolia & People's Republic of China (China) & Tibet,group,Asia,,,
Manchuria,GPH_entity,Asia,7111,Manchuria,
Manchuria & Mongolia & People's Republic of China (China),group,Asia,,Manchuria_Mongolia_PeoplesRepublicofChinaChina,
Manchuria & People's Republic of China (China),group,Asia,,Manchuria_PeoplesRepublicofChinaChina,
Mangalore,locality,Asia,,,India
Manica Province,locality,Africa,,,Mozambique (Portuguese East Africa)
Manica Province & Sofala Province,group,Africa,,,
Manila,locality,Asia,,Manila,Philippines
Manitoba,GPH_entity,America,10204,Manitoba,
Manitoba & North-Western Territory & Ontario (Upper Canada) & Quebec (Lower Canada) & Rupert's Land,group,America,,Manitoba_NorthwestTerritories_OntarioUpperCanada_QuebecLowerCanada_RupertsLand,
Manitoba & Northwest Territories & Ontario (Upper Canada) & Quebec (Lower Canada),group,America,,,
Manjung (Dindings),GPH_entity,Asia,8218,,
Maputo,locality,Africa,,,Mozambique (Portuguese East Africa)
Maputo Bay (Delagoa Bay),locality,Africa,,MaputoBayDelagoaBay,Mozambique (Portuguese East Africa)
Maranhão,locality,America,,Maranh�o,Brazil
Margarita I.,locality,America,,,Venezuela
Mariana Is.,GPH_entity,Oceania,9820,MarianaIs.,
Mariana Is. & Philippines,group,World,,MarianaIs._Philippines,
Marie-Galante,locality,America,,Marie-Galante,Guadeloupe
Marquesas Is.,GPH_entity,Oceania,9602,,
Marseille,locality,Europe,,Marseille,France
Marshall Is.,GPH_entity,Oceania,983,,
Marshall Is. & Samoa,group,Oceania,,,
Martinique,GPH_entity,America,66,Martinique,
Massa and Carrara,locality,Europe,,MassaandCarrara,Tuscany
Massawah,locality,Africa,,,Eritrea
Mauritania,GPH_entity,Africa,435,,
Mauritius,GPH_entity,Africa,590,Mauritius,
Mauritius & Mauritius Dependencies,group,World,,,
Mauritius & Mauritius Dependencies & Seychelles,group,World,,,
Mauritius & Reunion (Bourbon I.),group,Africa,,Mauritius_Reunion,
Mauritius & Reunion (Bourbon I.) & West Indies,group,World,,,
Mauritius & South Africa,group,Africa,,Mauritius_SouthAfrica,
Mauritius Dependencies,locality,Africa,,,Mauritius
Mawlamyine,locality,Asia,,Mawlamyine,Myanmar (Burma)
Mawlamyine & Rangoon,group,Asia,,Mawlamyine_Rangoon,
Mayotte,GPH_entity,Africa,5812,Mayotte,
Mayotte & Nossi Be,group,Africa,,,
Mayotte & Nossi Be & St. Marie de Madagascar,group,Africa,,Mayotte_NossiBe_StMariedeMadagascar,
Mayumba,locality,Africa,,,Gabon
Mazatlán,locality,America,,Mazatl�n,Mexico
Mazeppa Bay,locality,Africa,,,Cape Colony (Cape of Good Hope)
Mecca,locality,Asia,,SaudiArabiaEmirateofNejd,Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)
Mecca & Persian Gulf,group,Asia,,Mecca_PersianGulf,
Mecklenburg Schwerin,GPH_entity,Europe,280,MecklenburgSchwerin,
Mecklenburg Schwerin & Lübeck,group,Europe,,,
Mecklenburg Schwerin & Oldenburg,group,Europe,,MecklenburgSchwerin_Oldenburg,
Mediterranean Sea,geographical_area,World,,,
Mediterranean Sea (Africa),geographical_area,Africa,,,
Mediterranean Sea (Asia),geographical_area,Asia,,,
Mediterranean Sea (Europe),geographical_area,Europe,,,
Melanesia,geographical_area,Oceania,,,
Melbourne,locality,Oceania,,,Victoria
Melilla,GPH_entity,Africa,6064,Melilla,
Memel,GPH_entity,Europe,3363,Memel,
Mercury Islands,locality,Oceania,,MercuryIslands,New Zealand
Messina,locality,Europe,,,Sicily
Mexico,GPH_entity,America,70,Mexico,
Mexico (East),locality,America,,MexicanEastCoast,Mexico
Mexico (other),locality,America,,,Mexico
Mexico (West),locality,America,,,Mexico
Mexico & Northern America (other),group,America,,,
Mexico & Texas,group,America,,Mexico_Texas,
Mexico & Venezuela,group,America,,Mexico_Venezuela,
Mexico & West Indies,group,America,,,
Micronesia,geographical_area,Oceania,,,
Milan,GPH_entity,Europe,3253,,
Milan & Papal States & Tuscany,group,Europe,,Milan_PapalStates_Tuscany,
Moçâmedes,locality,Africa,,,Angola
Mocha,locality,Asia,,Mocha,Aden
Modena,GPH_entity,Europe,332,,
Modena & Monaco & Parma & Tuscany,group,Europe,,,
Modena & Parma & Tuscany,group,Europe,,Modena_Parma_Tuscany,
Moheli,GPH_entity,Africa,5814,,
Moldavia,GPH_entity,Europe,3361,Moldavia,
Moldavia & Wallachia,group,Europe,,Moldavia_Wallachia,
Mombassa,GPH_entity,Africa,5012,,
Monaco,GPH_entity,Europe,221,Monaco,
Mongolia,GPH_entity,Asia,712,Mongolia,
Mongolia & People's Republic of China (China),group,Asia,,Mongolia_PeoplesRepublicofChinaChina,
Mongolia & People's Republic of China (China) & Tibet,group,Asia,,,
Monrovia,locality,Africa,,,Liberia
Montenegro,GPH_entity,Europe,341,Montenegro,
Montenegro & Turkey (Ottoman Empire),group,World,,,
Montevideo,locality,America,,Montevideo,Uruguay
Montserrat,GPH_entity,America,59,Montserrat,
Montserrat (other),locality,America,,,Montserrat
Morant Cays,GPH_entity,America,1053,,
Morant Cays & Pedro Bank,group,America,,,
Morea,locality,Europe,,,Greece
Moresnet,GPH_entity,Europe,2111,Moresnet,
Morocco,GPH_entity,Africa,600,Morocco,
Morocco (other),locality,Africa,,Moroccoother,Morocco
Morocco & Tangier,group,Africa,,,
Morocco & Tripolitania (Regency of Tripoli),group,Africa,,,
Morocco & Tripolitania (Regency of Tripoli) & Tunisia (Regency of Tunis),group,Africa,,,
Morocco & Tunisia (Regency of Tunis),group,Africa,,Morocco_Tunisia (Regency of Tunis),
Morondava,locality,Africa,,,Madagascar (Malagasy Republic)
Mosquito Coast,GPH_entity,America,1081,,
Mosul,locality,Asia,,Mosul,Iraq (Mesopotamia)
Mozambique (Portuguese East Africa),GPH_entity,Africa,541,Mozambique,
Mozambique (Portuguese East Africa) & Portugal,group,Africa,,,
Mozambique (Portuguese East Africa) & Zambia (Northern Rhodesia),group,Africa,,Mozambique_ZambiaNorthernRhodesia,
Mozambique (Portuguese East Africa) & Zanzibar,group,Africa,,Mozambique_Zanzibar,
Mthatha River,locality,Africa,,,Cape Colony (Cape of Good Hope)
Mumbai (Bombay),locality,Asia,,MumbaiBombay,India
Mumbai (Bombay) (other),locality,Asia,,,Mumbai (Bombay)
Mumbai (Bombay) & Sindh,group,Asia,,MumbaiBombay_Sindh,
Myanmar (Burma),GPH_entity,Asia,775,MyanmarBurma,
Myanmar (Burma) & Straits Settlements,group,Asia,,,
Myanmar (Burma) & Thailand (Siam),group,Asia,,MyanmarBurma_ThailandSiam,
Nagapattinam,locality,Asia,,Nagapattinam,India
Nagasaki,locality,Asia,,,Japan
Nagore,locality,Asia,,Nagore,India
Namaqualand,locality,Africa,,,Namibia (South West Africa) (German South West Africa)
Namibia (South West Africa) (German South West Africa),GPH_entity,Africa,565,NamibiaSouthWestAfricaGermanSouthWestAfrica,
Namibia (South West Africa) (German South West Africa) & South Africa,group,Africa,,,
Namibia (South West Africa) (German South West Africa) & Zambia (Northern Rhodesia) & Zimbabwe (Rhodesia) (Southern Rhodesia),group,Africa,,,
Nantes,locality,Europe,,Nantes,France
Naples,locality,Europe,,Naples,Two Sicilies
Naples & Sicily,group,Europe,,,
Nassau (Bahamas),locality,America,,Nassau,Bahamas
Natal,GPH_entity,Africa,562,Natal,
Natuna,locality,Asia,,NatunaIslands,Riau
Nauru,GPH_entity,Oceania,970,Nauru,
Nauru & New Zealand & Samoa (Western Samoa) (German Samoa),group,Oceania,,Nauru_NewZealand_SamoaWesternSamoaGermanSamoa,
Nauru & Samoa (Western Samoa) (German Samoa),group,Oceania,,Nauru_SamoaWesternSamoaGermanSamoa,
Navassa I.,GPH_entity,America,1044,,
Negeri Sembilan,GPH_entity,Asia,8210,NegeriSembilan,
Negeri Sembilan & Rembau,group,Asia,,,
Nepal,GPH_entity,Asia,790,,
Netherlands,GPH_entity,Europe,210,Netherlands,
Netherlands (other),locality,Europe,,,Netherlands
Netherlands Antilles,GPH_entity,America,68,NetherlandsAntilles,
Netherlands Antilles (other),locality,America,,,Netherlands Antilles
Netherlands Antilles & Surinam (Dutch Guiana),group,America,,,
Netherlands Antilles & West Irian (Dutch New Guinea),group,World,,NetherlandsAntilles_WestIrianDutchNewGuinea,
Nevis,GPH_entity,America,1076,Nevis,
New Bedford,locality,America,,,United States of America
New Brunswick,GPH_entity,America,1023,NewBrunswick,
New Brunswick & Nova Scotia,group,America,,NewBrunswick_NovaScotia,
New Brunswick & Nova Scotia & Ontario (Upper Canada) & Prince Edward Is. & Quebec (Lower Canada),group,America,,NewBrunswick_NovaScotia_OntarioUpperCanada_PrinceEdwardIs._QuebecLowerCanada,
New Brunswick & Nova Scotia & Prince Edward Is.,group,America,,NewBrunswick_NovaScotia_PrinceEdwardIs.,
New Calabar (Kalabari),GPH_entity,Africa,4793,,
New Caledonia,locality,Oceania,,,New Caledonia and Dependencies
New Caledonia and Dependencies,GPH_entity,Oceania,930,NewCaledoniaandDependencies,
New Guinea (German New Guinea) (Kaiser Wilhelmsland),GPH_entity,Oceania,912,NewGuineaGermanNewGuineaKaiserWilhelmsland,
New Guinea (German New Guinea) (Kaiser Wilhelmsland) & Nauru & Samoa (Western Samoa) (German Samoa),group,Oceania,,,
New Guinea (German New Guinea) (Kaiser Wilhelmsland) & New Guinea (German New Guinea) (Kaiser Wilhelmsland) Dependencies,group,World,,,
New Guinea (German New Guinea) (Kaiser Wilhelmsland) Dependencies,locality,Oceania,,,New Guinea (German New Guinea) (Kaiser Wilhelmsland)
New Iberia,locality,America,,,Louisiana
New Orleans,locality,America,,NewOrleans,United States of America
New Providence,locality,America,,,Bahamas
New South Wales,GPH_entity,Oceania,901,NewSouthWales,
New South Wales & Queensland,group,Oceania,,NewSouthWales_Queensland,
New South Wales & South Australia & Tasmania & Victoria,group,Oceania,,NewSouthWales_SouthAustralia_Tasmania_Victoria,
New South Wales & Tasmania,group,Oceania,,,
New South Wales & Western Australia,group,Oceania,,NewSouthWales_WesternAustralia,
New York,locality,America,,NewYork,United States of America
New Zealand,GPH_entity,Oceania,920,NewZealand,
New Zealand (North Island),locality,Oceania,,NewZealandNorthIsland,New Zealand
New Zealand (South Island),locality,Oceania,,NewZealandSouthIsland,New Zealand
New Zealand & Pacific Islands,group,Oceania,,NewZealand_PacificIslands,
Newfoundland and Labrador (Newfoundland),GPH_entity,America,21,NewfoundlandandLabradorNewfoundland,
Newfoundland and Labrador (Newfoundland) (other),locality,America,,,Newfoundland and Labrador (Newfoundland)
Newfoundland and Labrador (Newfoundland) & Prince Edward Is.,group,America,,NewfoundlandandLabradorNewfoundland_PrinceEdwardIs,
Nicaragua,GPH_entity,America,93,Nicaragua,
Nice,locality,Europe,,Nice,Kingdom of Sardinia
Nickerie,locality,America,,,Surinam (Dutch Guiana)
Nicobar Is.,GPH_entity,Asia,7502,,
Niger,GPH_entity,Africa,436,Niger,
Niger River,geographical_area,Africa,,,
Nigeria,GPH_entity,Africa,475,Nigeria,
Ningbo,locality,Asia,,PeoplesRepublicofChinaChina,People's Republic of China (China)
Niue I.,GPH_entity,Oceania,9253,NiueI.,
Norfolk I.,GPH_entity,Oceania,9004,,
North Australia,locality,Oceania,,,Australia
North German Confederation,locality,Europe,,NorthGermanConfederation,***NA
North Germany,locality,Europe,,NorthGermany,Germany (Zollverein)
North Germany & Prussia,group,Europe,,NorthGermany_Prussia,
North Macedonia (Former Yugoslav Republic of Macedonia) (Macedonia),GPH_entity,Asia,343,NorthMacedoniaFormerYugoslavRepublicofMacedoniaMacedonia,
North Sea,geographical_area,Europe,,NorthSea,
North Western Africa,geographical_area,Africa,,North-WestAfrica,
North Western America,geographical_area,America,,,
North Western America (other),locality,America,,,North Western America
North-Western Territory,GPH_entity,America,10200,,
Northeastern Rhodesia,GPH_entity,Africa,5518,,
Northern Africa,geographical_area,Africa,,,
Northern Africa (other),locality,Africa,,,Northern Africa
Northern America,geographical_area,America,,NorthernAmerica,
Northern America (other),locality,America,,,Northern America
Northern America & Southern America,group,America,,,
Northern Cook Is.,GPH_entity,Oceania,9252,,
Northern Europe,geographical_area,Europe,,NorthernEurope,
Northern Ireland,locality,Europe,,,United Kingdom
Northern Italy,locality,Europe,,NorthernItaly,Italy
Northern Nigeria (British Nigeria),GPH_entity,Africa,4784,NorthernNigeriaBritishNigeria,
Northern Russia,locality,Europe,,RussiaUSSR,Russia (USSR)
Northwest Territories,GPH_entity,America,10201,,
Norway,GPH_entity,Europe,385,Norway,
Norway & Spain & Sweden & Switzerland & United States of America,group,World,,,
Norway & Sweden,group,Europe,,Norway_Sweden,
Nossi Be,GPH_entity,Africa,5801,NossiBe,
Nouméa,locality,Oceania,,,New Caledonia and Dependencies
Nova Scotia,GPH_entity,America,1022,NovaScotia,
Obock,GPH_entity,Africa,5222,,
Obock & Tadjoura,group,Africa,,Obock_Tadjoura,
Oceania,geographical_area,Oceania,,Oceania,
Oceania (other),locality,Oceania,,Oceaniaother,Oceania
Odessa,GPH_entity,Europe,3694,,
Odisha,locality,Asia,,,India
Oil Rivers Protectorate,GPH_entity,Africa,4782,,
Old Calabar (Efik),GPH_entity,Africa,4792,,
Oldenburg,GPH_entity,Europe,257,Oldenburg,
Oldenburg & Prussia,group,Europe,,Oldenburg_Prussia,
Oldenburg & Wilhelmshaven,group,Europe,,,
Oman (Sultanate of Muscat and Oman),GPH_entity,Asia,698,OmanSultanateofMuscatandOman,
Oman (Sultanate of Muscat and Oman) & United Arab Emirates (Trucial Oman),group,Asia,,OmanSultanateofMuscatandOman_UnitedArabEmiratesTrucialOman,
