source_filename,nb_flows
StatistischesJahrbuchFurDasDeutscheReich_1915,5
StatsNz_LongtermDataSeriesHOverseasTradeAndPayments,196
SverigesOfficiellaStatistikFutrikeshandelOchSjofartKommerskollegiiUnderdanigaBerattesle_18341837184818581868187818941899189418991904And1905,5040
TableauAnnuelDuCommerceDeLaBelgiqueAvecLesPaysEtrangers_1920,412
TableauDecennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_18271836_Vol1,884
TableauDecennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_18371846_Vol1,1094
TableauDecennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_18471856,12
TableauDecennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_18471856_Vol1,2300
TableauDecennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_18571866,20
TableauDecennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_18571866_Vol1,1080
TableauDecennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_18671876,20
TableauDecennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_18671876_Vol1,1120
TableauDecennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_18771886,20
TableauDecennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_18771886_Vol1,1180
TableauDecennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_18871896,20
TableauDecennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_18871896_Vol1,1240
TableauDesImportationsExportationsEtNavigationDuCanada_1905,144
TableauDesImportationsExportationsEtNavigationDuCanada_1906,138
TableauDesImportationsExportationsEtNavigationDuCanada_1907,140
TableauDesImportationsExportationsEtNavigationDuCanada_1908,146
TableauDesImportationsExportationsEtNavigationDuCanada_1909,150
TableauDesImportationsExportationsEtNavigationDuCanada_1910,144
TableauDesImportationsExportationsEtNavigationDuCanada_1912,182
TableauDesImportationsExportationsEtNavigationDuCanada_1913,176
TableauDesImportationsExportationsEtNavigationDuCanada_1914,180
TableauDesImportationsExportationsEtNavigationDuCanada_1915,174
TableauDuCommerceDeLalgerieAvecLaFranceLetrangerEtLesColoniesFrancaises_1900,124
TableauDuCommerceExterieurDeLaBelgiqueEtDuGrandducheDuLuxembourg_1922,470
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1852,92
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1853,44
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1854,46
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1855,42
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1856,48
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1857,40
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1858,46
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1859,46
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1860,44
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1861,42
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1862,48
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1863,46
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1864,50
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1865,48
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1866,52
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1867,60
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1868,60
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1869,66
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1870,66
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1871,64
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1872,52
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1873,44
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1874,52
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1875,50
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1876,48
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1877,52
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1878,50
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1879,58
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1880,54
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1881,46
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1882,46
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1883,48
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1884,56
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1885,52
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1886,54
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1887,54
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1888,54
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1889,66
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1890,82
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1891,74
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1892,74
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1893,74
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1894,74
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1895,94
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1896,102
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1897,104
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1898,104
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1899,120
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1902,630
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1907,780
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1910,22
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1913,792
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1914,131
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1915,131
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1916,131
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1917,131
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1918,131
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1919,172
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1925,1032
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1931,1032
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1937,1032
TableauGeneralDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesEtrangeres_1938,172
TableauxDuCommerceEtDeLaNavigationDeLaProvinceDuCanada_1850,18
TableauxDuCommerceEtDeLaNavigationDeLaProvinceDuCanada_1852,6
TableauxDuCommerceEtDeLaNavigationDeLaProvinceDuCanada_1853,6
TableauxDuCommerceEtDeLaNavigationDeLaProvinceDuCanada_1854,30
TableauxDuCommerceEtDeLaNavigationDeLaProvinceDuCanada_1856,12
TableauxDuCommerceEtDeLaNavigationDeLaProvinceDuCanada_1857,12
TableauxDuCommerceEtDeLaNavigationDeLaProvinceDuCanada_1858,6
TableauxDuCommerceEtDeLaNavigationDeLaProvinceDuCanada_1860,6
TableauxDuCommerceEtDeLaNavigationDeLaProvinceDuCanada_1861,18
TableauxDuCommerceEtDeLaNavigationDeLaProvinceDuCanada_1862,6
TableauxDuCommerceEtDeLaNavigationDeLaProvinceDuCanada_1863,30
TableauxDuCommerceEtDeLaNavigationDeLaProvinceDuCanada_1867,25
TableauxDuCommerceEtDeLaNavigationDuCanada_1874,62
TableauxDuCommerceEtDeLaNavigationDuCanada_1876,82
TableauxDuCommerceEtDeLaNavigationDuCanada_1882,84
TableauxDuCommerceEtDeLaNavigationDuCanada_1886,92
TableauxDuCommerceEtDeLaNavigationDuCanada_1889,94
TableauxDuCommerceEtDeLaNavigationDuCanada_1890,94
TableauxDuCommerceEtDeLaNavigationDuCanada_1891,93
TableauxDuCommerceEtDeLaNavigationDuCanada_1892,96
TableauxDuCommerceEtDeLaNavigationDuCanada_1896,101
TablesOfTheTradeAndNavigationOfTheDominionOfCanada_1875,155
TablesOfTheTradeAndNavigationOfTheDominionOfCanada_1894,99
TablesOfTheTradeAndNavigationOfTheDominionOfCanada_1895,97
TablesOfTheTradeAndNavigationOfTheDominionOfCanada_1897,88
TablesOfTheTradeAndNavigationOfTheDominionOfCanada_1898,106
TablesOfTheTradeAndNavigationOfTheDominionOfCanada_1899,108
TablesOfTheTradeAndNavigationOfTheDominionOfCanada_1904_Vol1,491
TablesOfTheTradeAndNavigationOfTheProvinceOfCanada_1851,6
TablesOfTheTradeAndNavigationOfTheProvinceOfCanada_1855,12
TablesShowingTheTradeOfTheUnitedKingdomWithDifferentForeignCountriesAndBritishPossessions_18311840,529
TenajunguitoA_NewSeriesOfTheSpanishForeignSector18502000,236
TheTradeOfChina_1923_Vol1,560
TheTradeOfChina_1931_Vol1,744
TheTradeOfChina_1932_Vol1,196
TheTradeOfChina_1933_Vol1,190
TheTradeOfChina_1934_Vol1,176
TheTradeOfChina_1936_Vol1,356
TheTradeOfChina_1938_Vol1,352
TradeOfCanada_1920,636
TradeOfCanada_1923,1200
TradeOfCanada_1928,1200
TradeOfCanada_1933,1210
TradeOfCanada_1938,1210
TradeOfTheUnitedKingdomRevenuePopulationAndCommerceForeignCountries_Fc52,593
UnionEconomiqueBelgoluxembourgeoiseTableauAnnuelDuCommerceAvecLesPaysEtrangers_1924,460
UnionEconomiqueBelgoluxembourgeoiseTableauAnnuelDuCommerceAvecLesPaysEtrangers_1925,222
UnionEconomiqueBelgoluxembourgeoiseTableauAnnuelDuCommerceAvecLesPaysEtrangers_1927,456
UnionEconomiqueBelgoluxembourgeoiseTableauAnnuelDuCommerceAvecLesPaysEtrangers_1929,476
UnionEconomiqueBelgoluxembourgeoiseTableauAnnuelDuCommerceAvecLesPaysEtrangers_1931,476
ValerioNEd_PortugueseHistoricalStatistics,286
YoshikoNagano_ReexaminingTheForeignTradeStructureOfTheColonialPhilippinesWithSpecialReferenceToTheIntraasianTrade,3528
